Target,Prediction,Factor,Factor_type_specific,Tissue,Mutant_specific,Age,Temperature
SRP212174/SRX6460125,0.52492905,ZAT18,Transcription factor,Whole plant,zat18,3.0,22.0
SRP212174/SRX6460126,0.47502682,TCP23,Transcription factor,Whole plant,tcp23,3.0,22.0
SRP212174/SRX6460127,1.0379516,ORA59,Transcription factor,Whole plant,ora59,3.0,22.0
SRP212174/SRX6460128,4.8685813,ATAF2,Transcription factor,Whole plant,Ataf2,3.0,22.0
SRP044142/SRX647774,0.91306496,RGA,Transcription factor,Whole plant,RGA-GFP transgene,10.0,22.0
SRP215679/SRX6478714,0.9269521,NLP7,Transcription factor,Vegetative cells,nlp7,,22.0
SRP215679/SRX6478715,0.65637255,NLP7,Transcription factor,Vegetative cells,nlp7,,22.0
SRP215679/SRX6478716,0.695502,NLP7,Transcription factor,Vegetative cells,nlp7,,22.0
SRP215679/SRX6478717,0.7596783,NLP7,Transcription factor,Vegetative cells,nlp7,,22.0
SRP215679/SRX6478718,0.85349315,NLP7,Transcription factor,Vegetative cells,nlp7,,22.0
SRP044176/SRX648274,0.30803305,H3K27me3,histone methylation,Leaf,,14.0,23.0
SRP044176/SRX648276,2.1133785,H3K27ac,histone acetylation,Leaf,,14.0,23.0
SRP044176/SRX648277,0.14657056,H3K4me1,histone methylation,Leaf,,14.0,23.0
SRP044176/SRX648278,0.23776115,H3K4me1,histone methylation,Leaf,,14.0,23.0
SRP044176/SRX648279,0.33171785,H3K27me3,histone methylation,Leaf,,14.0,23.0
SRP044176/SRX648280,4.1220913,H3K27ac,histone acetylation,Leaf,,14.0,23.0
SRP216009/SRX6490936,0.94941497,ARR12,Transcription factor,Root,arr12,3.0,22.0
SRP216009/SRX6490937,0.96507955,ARR12,Transcription factor,Root,arr12,3.0,22.0
SRP216682/SRX6608340,0.003103583,NDX,Transcription factor,Whole plant,WT,7.0,22.0
SRP045178/SRX667990,23.157003,BLJ,Transcription factor,Root,,,
SRP045178/SRX667992,5.5537624,JKD,Transcription factor,Root,,,
SRP045252/SRX669381,0.72271293,NAC050,Transcription factor,Root,nac050-HA,,22.0
SRP045252/SRX669382,0.65846074,NAC052,Transcription factor,Root,nac052-HA,,22.0
SRP045252/SRX669383,1.2663689,JMJ14,DNA-binding protein,Root,jmj14-1,,22.0
SRP045252/SRX669384,1.3206124,JMJ14,DNA-binding protein,Root,jmj14-HA,,22.0
SRP045252/SRX669385,0.9763335,JMJ14,DNA-binding protein,Root,jmj14-FYR-HA,,22.0
SRP045252/SRX669386,14.017025,H3K4me3,histone methylation,Root,,,22.0
SRP045252/SRX669387,12.205289,H3K4me3,histone methylation,Root,jmj14-1,,22.0
SRP045252/SRX669388,15.162959,H3K4me3,histone methylation,Root,jmj14-FYR-HA,,22.0
SRP045252/SRX669389,17.198545,H3K4me3,histone methylation,Root,jmj14-HA,,22.0
SRP045297/SRX670505,0.6764353,ABI5,Transcription factor,Whole plant,,1.5,
SRP045297/SRX670507,0.62835276,ABI5,Transcription factor,Whole plant,ABI5-YPet,1.5,
SRP218235/SRX6708825,0.8682622,FD,Transcription factor,Inflorescence,Venus FD,30.0,25.0
SRP218235/SRX6708842,0.778686,FDP,Transcription factor,Inflorescence,Venus FDP,30.0,25.0
SRP219964/SRX6784997,0.8189887,open chromatin,open chromatin,Root,,14.0,22.0
SRP219964/SRX6785001,1.1261241,open chromatin,open chromatin,Root,,14.0,22.0
SRP219964/SRX6785003,1.0467753,open chromatin,open chromatin,Root,,14.0,22.0
SRP219964/SRX6785005,1.0005975,open chromatin,open chromatin,Root,,14.0,22.0
SRP219964/SRX6785007,1.1327009,open chromatin,open chromatin,Root,,14.0,22.0
SRP219964/SRX6785017,1.3763032,PolII,RNA polymerase,Root,,14.0,22.0
SRP219964/SRX6785020,1.0627627,open chromatin,open chromatin,Root,,14.0,22.0
SRP219964/SRX6785024,1.484604,PolII,RNA polymerase,Root,,14.0,22.0
SRP221358/SRX6830749,0.8269018,ELF3,DNA-binding protein,Whole plant,Elf3-Q20,10.0,22.0
SRP221358/SRX6830751,0.83529544,ELF3,DNA-binding protein,Whole plant,Elf3-Q15,10.0,22.0
SRP221358/SRX6830753,0.6001391,ELF3,DNA-binding protein,Whole plant,Elf3-ox,10.0,22.0
SRP221358/SRX6830760,0.8545315,ELF3,DNA-binding protein,Whole plant,Stelf3-ox,10.0,22.0
SRP221358/SRX6830762,0.93485016,ELF3,DNA-binding protein,Whole plant,Bdelf3-ox,10.0,22.0
SRP221358/SRX6830805,0.59000516,ELF4,DNA-binding protein,Whole plant,Elf4-ox,10.0,17.0
SRP221358/SRX6830809,1.0721239,ELF3,DNA-binding protein,Whole plant,Bdelf3,10.0,17.0
SRP045633/SRX683746,1.473301,MYB3R3,Transcription factor,Whole plant,WT,9.0,22.0
SRP222301/SRX6864904,0.86559176,URI,Transcription factor,Root,URI,17.0,23.0
SRP222301/SRX6864906,0.7104733,URI,Transcription factor,Root,URI,17.0,23.0
SRP222578/SRX6875218,2.0257916,TCX5,Transcription factor,Whole plant,Tcx5-flag,12.0,22.0
SRP189599/SRX6911453,0.17539814,H3K9me2,histone methylation,Whole plant,rdr6-15,10.0,22.0
SRP189599/SRX6911455,0.26599213,H3K9me2,histone methylation,Whole plant,ddm1-2,10.0,22.0
SRP189599/SRX6911457,0.25503978,H3K9me2,histone methylation,Whole plant,"ddm1-2, rdr6-15",10.0,22.0
SRP223696/SRX6922673,1.4255438,EIN2,Transcription factor,Whole plant,Ein2C-Ein3DB in WT background,3.0,24.0
SRP223696/SRX6922675,1.2733879,EIN2,Transcription factor,Whole plant,Ein2C-Ein3DB in WT background,3.0,24.0
SRP223696/SRX6922677,0.95654845,EIN2,Transcription factor,Whole plant,Ein2C-Ein3DB in ein3 eil1 background,3.0,24.0
SRP223696/SRX6922680,0.9616064,EIN2,Transcription factor,Whole plant,Ein2C-Ein3DB in ein3 eil1 background,3.0,24.0
SRP046310/SRX695810,0.4098289,NRPE1,RNA polymerase,Flower,WT,,
SRP046310/SRX695811,0.6785644,NRPE1,RNA polymerase,Flower,nrpe1-12,,
SRP046310/SRX695812,0.3498963,NRPE1,RNA polymerase,Flower,drm2-2,,
SRP046310/SRX695813,0.2960987,NRPE1,RNA polymerase,Flower,drm3-1,,
SRP046310/SRX695814,0.6997557,NRPE1,RNA polymerase,Flower,WT,,
SRP046310/SRX695815,0.75431955,NRPE1,RNA polymerase,Flower,drm3-1,,
SRP227123/SRX7046390,1.0699903,PIF7,Transcription factor,Whole plant,pif7,,
SRP227123/SRX7046391,0.89026445,PIF7,Transcription factor,Whole plant,pif7,,
SRP227123/SRX7046405,4.647227,H2AZ,histone related,Whole plant,WT,,
SRP227123/SRX7046414,2.93049,H2AZ,histone related,Whole plant,WT,,
SRP227123/SRX7046415,2.6466513,H2AZ,histone related,Whole plant,pif457,,
SRP227123/SRX7046416,2.682984,H2AZ,histone related,Whole plant,WT,,
SRP227123/SRX7046417,2.925008,H2AZ,histone related,Whole plant,pif457,,
SRP227123/SRX7046421,2.9166946,H2AZ,histone related,Whole plant,pif457,,
SRP227123/SRX7046425,0.73586327,PIF7,Transcription factor,Whole plant,pif7,,
SRP227123/SRX7046427,0.75332993,PIF7,Transcription factor,Whole plant,pif7,,
SRP227123/SRX7046431,0.7856523,PIF7,Transcription factor,Whole plant,pif7,,
SRP227123/SRX7046435,4.0475574,H2AZ,histone related,Whole plant,pif457,,
SRP227123/SRX7046436,3.1743312,H2AZ,histone related,Whole plant,pif457,,
SRP227123/SRX7046437,3.0907307,H2AZ,histone related,Whole plant,pif457,,
SRP227123/SRX7046438,3.458974,H2AZ,histone related,Whole plant,pif457,,
SRP227123/SRX7046439,3.0163822,H2AZ,histone related,Whole plant,WT,,
SRP227123/SRX7046440,2.818603,H2AZ,histone related,Whole plant,WT,,
SRP227123/SRX7046441,3.0521426,H2AZ,histone related,Whole plant,een-2,,
SRP227123/SRX7046442,2.8258462,H2AZ,histone related,Whole plant,een-2,,
SRP227123/SRX7046443,3.1325917,H2AZ,histone related,Whole plant,pif457,,
SRP227123/SRX7046444,3.1288693,H2AZ,histone related,Whole plant,pif457,,
SRP229345/SRX7119166,5.2270727,H3K4me3,histone methylation,Whole plant,WT,14.0,22.0
SRP229345/SRX7119168,5.7888737,H3K4me3,histone methylation,Whole plant,35S-COLDAIR,14.0,22.0
SRP229345/SRX7119170,1.1280798,H3K27me3,histone methylation,Whole plant,WT,14.0,22.0
SRP229345/SRX7119172,1.0566053,H3K27me3,histone methylation,Whole plant,35S-COLDAIR,14.0,22.0
SRP229979/SRX7141491,0.4068259,H3K27me3,histone methylation,Leaf,xve,42.0,21.0
SRP229979/SRX7141494,0.4435392,H3K27me3,histone methylation,Leaf,Npp1,42.0,21.0
SRP229979/SRX7141497,0.4516823,H3K27me3,histone methylation,Leaf,rpt2,42.0,21.0
SRP229979/SRX7141499,0.23850898,H3K9me2,histone methylation,Leaf,xve,42.0,21.0
SRP229979/SRX7141502,0.37726948,H3K9me2,histone methylation,Leaf,Npp1,42.0,21.0
SRP229979/SRX7141504,0.3834735,H3K9me2,histone methylation,Leaf,rpt2,42.0,21.0
SRP230651/SRX7187013,1.0971271,SMXL6,Transcription factor,Whole plant,SMXL6,14.0,21.0
SRP230791/SRX7191568,0.29901493,H3K27me3,histone methylation,Shoot,Chr4,35.0,21.0
SRP230791/SRX7191571,6.1109223,H3K4me3,histone methylation,Shoot,Chr4,35.0,21.0
SRP230791/SRX7191577,0.363927,H3K27me3,histone methylation,Shoot,WT,35.0,21.0
SRP230791/SRX7191580,4.2830615,H3K4me3,histone methylation,Shoot,WT,35.0,21.0
SRP187842/SRX7191926,0.71774036,H2AZ,histone related,Flower,"nrp1, nrp2",28.0,
SRP187842/SRX7191930,1.4901716,H2AZ,histone related,Flower,"nrp1, nrp2, arp6",28.0,
SRP234632/SRX7264648,1.0467725,ANT,Transcription factor,Inflorescence,ant-4,,20.0
SRP234632/SRX7264652,1.1387829,ANT,Transcription factor,Inflorescence,ant-4,,20.0
SRP048725/SRX727353,0.5348394,HY5,Transcription factor,Whole plant,,21.0,
SRP235377/SRX7293442,0.9845046,LFY,Transcription factor,Root,WT,42.0,22.0
SRP235377/SRX7293445,0.8846082,LFY,Transcription factor,Root,WT,42.0,22.0
SRP048935/SRX732967,1.3184905,ARR10,Transcription factor,Whole plant,,17.0,22.0
SRP048935/SRX733465,1.1035312,ARR10,Transcription factor,Whole plant,,,22.0
SRP048935/SRX733467,2.0454235,ARR10,Transcription factor,Whole plant,,17.0,22.0
SRP191553/SRX7353875,1.1354972,FD,Transcription factor,Shoot,WT,42.0,22.0
SRP191553/SRX7353877,0.9308184,TFL1,Transcription factor,Shoot,WT,42.0,22.0
SRP191553/SRX7353881,0.88844836,TFL1,Transcription factor,Shoot,WT,42.0,22.0
SRP049173/SRX738366,0.54206383,H3K27me3,histone methylation,Shoot,WT,14.0,20.0
SRP049173/SRX738367,0.64644,H3K27me3,histone methylation,Shoot,WT,14.0,20.0
SRP049173/SRX738368,0.56310016,H3K27me3,histone methylation,Shoot,,14.0,20.0
SRP049173/SRX738372,0.496478,H3K27me3,histone methylation,Shoot,clf,14.0,20.0
SRP049173/SRX738373,0.43623942,H3K27me3,histone methylation,Shoot,clf,14.0,20.0
SRP049173/SRX738374,0.48917976,H3K27me3,histone methylation,Shoot,clf,14.0,20.0
SRP238835/SRX7442790,1.4748797,open chromatin,open chromatin,Epidermis cell,,,22.0
SRP238835/SRX7442792,1.6205766,open chromatin,open chromatin,Epidermis cell,,,22.0
SRP238835/SRX7442794,1.1966031,open chromatin,open chromatin,Vascular cell,,,22.0
SRP238835/SRX7442796,1.4847695,open chromatin,open chromatin,Vascular cell,,,22.0
SRP238841/SRX7442901,1.9003068,BRM,DNA-binding protein,Whole plant,brm-1,14.0,22.0
SRP238841/SRX7442907,1.3496084,BRIP1,DNA-binding protein,Whole plant,brip1,14.0,22.0
SRP238841/SRX7442910,1.5036081,BRIP2,DNA-binding protein,Whole plant,brip2,14.0,22.0
SRP238892/SRX7445540,0.53799605,Med25,Transcription factor,Inflorescence,Med25,14.0,22.0
SRP201661/SRX7484953,1.5117568,HY5,Transcription factor,Whole plant,,3.0,21.0
SRP201661/SRX7484954,1.289617,HY5,Transcription factor,Whole plant,,3.0,21.0
SRP242315/SRX7573292,0.83991903,H3,histone,Whole plant,WT,8.0,
SRP242315/SRX7573293,7.7157817,H3K4me3,histone methylation,Whole plant,WT,8.0,
SRP242315/SRX7573294,0.62131363,H3K9me2,histone methylation,Whole plant,WT,8.0,
SRP242315/SRX7573295,0.45128638,H3K27me3,histone methylation,Whole plant,WT,8.0,
SRP242315/SRX7573296,3.9836125,H3K36me3,histone methylation,Whole plant,WT,8.0,
SRP242315/SRX7573297,3.7537172,H3PanAc,histone acetylation,Whole plant,WT,8.0,
SRP242315/SRX7573299,0.8830769,H3,histone,Whole plant,"drm1, drm2, cmt3",8.0,
SRP242315/SRX7573301,9.150589,H3K4me3,histone methylation,Whole plant,"drm1, drm2, cmt3",8.0,
SRP242315/SRX7573303,8.447793,H3K9me2,histone methylation,Whole plant,"drm1, drm2, cmt3",8.0,
SRP242315/SRX7573305,0.598385,H3K27me3,histone methylation,Whole plant,"drm1, drm2, cmt3",8.0,
SRP242315/SRX7573307,4.1532993,H3K36me3,histone methylation,Whole plant,"drm1, drm2, cmt3",8.0,
SRP242315/SRX7573309,5.0294394,H3PanAc,histone acetylation,Whole plant,"drm1, drm2, cmt3",8.0,
SRP242315/SRX7573312,1.1813176,MED12,Transcription factor,Whole plant,Med12,8.0,
SRP242315/SRX7573314,1.3598828,MED12,Transcription factor,Whole plant,Med12,8.0,
SRP242315/SRX7573317,1.9170395,MED12,Transcription factor,Whole plant,Med12,8.0,
SRP242315/SRX7573320,3.252621,MED12,Transcription factor,Whole plant,Med12,8.0,
SRP242315/SRX7573323,0.9033882,H3,histone,Whole plant,morc1,8.0,
SRP242315/SRX7573325,8.607007,H3K4me3,histone methylation,Whole plant,morc1,8.0,
SRP242315/SRX7573327,0.38664716,H3K9me2,histone methylation,Whole plant,morc1,8.0,
SRP242315/SRX7573329,0.58178854,H3K27me3,histone methylation,Whole plant,morc1,8.0,
SRP242315/SRX7573331,3.555466,H3K36me3,histone methylation,Whole plant,morc1,8.0,
SRP242315/SRX7573333,3.8827338,H3PanAc,histone acetylation,Whole plant,morc1,8.0,
SRP242315/SRX7573336,1.0299377,H3,histone,Whole plant,sdcgfp,8.0,
SRP242315/SRX7573337,9.345181,H3K4me3,histone methylation,Whole plant,sdcgfp,8.0,
SRP242315/SRX7573338,0.5179308,H3K9me2,histone methylation,Whole plant,sdcgfp,8.0,
SRP242315/SRX7573339,0.50600046,H3K27me3,histone methylation,Whole plant,sdcgfp,8.0,
SRP242315/SRX7573340,3.5024774,H3K36me3,histone methylation,Whole plant,sdcgfp,8.0,
SRP242315/SRX7573341,3.6230848,H3PanAc,histone acetylation,Whole plant,sdcgfp,8.0,
SRP244735/SRX7616353,1.1029575,MYB3R1,Transcription factor,Inflorescence,MYB3R1,,21.0
SRP244735/SRX7616356,0.74194616,MYB3R4,Transcription factor,Inflorescence,MYB3R4,,21.0
SRP244735/SRX7616359,1.0379885,MYB3R4,Transcription factor,Inflorescence,MYB3R4,,21.0
SRP247609/SRX7691986,0.31969962,H3K27me1,histone methylation,Embryo,htr10,,
SRP247609/SRX7691989,0.28054592,H3K27me3,histone methylation,Embryo,htr10,,
SRP249323/SRX7719242,1.509917,ICE1,Transcription factor,Whole plant,GFP-ICE1,10.0,
SRP249704/SRX7734762,1.2117946,VAL1,Transcription factor,Whole plant,VAL1,14.0,22.0
SRP249704/SRX7734765,1.2681438,VAL2,Transcription factor,Whole plant,VAL2,14.0,22.0
SRP249704/SRX7734769,0.3192492,H3K27me3,histone methylation,Whole plant,WT,14.0,22.0
SRP249704/SRX7734772,0.3703313,H3K27me3,histone methylation,Whole plant,"VAL1, VAL2",14.0,22.0
SRP250301/SRX7778331,1.7303932,H4K5ac,histone acetylation,Vegetative cells,,7.0,23.0
SRP250345/SRX7780553,1.4339236,open chromatin,open chromatin,Whole plant,,10.0,22.0
SRP250345/SRX7780559,1.3240023,open chromatin,open chromatin,Whole plant,,10.0,22.0
SRP250345/SRX7780565,1.9238611,open chromatin,open chromatin,Whole plant,,10.0,22.0
SRP250345/SRX7780572,2.0674632,open chromatin,open chromatin,Whole plant,,10.0,22.0
SRP250345/SRX7780579,1.8794585,open chromatin,open chromatin,Whole plant,,10.0,22.0
SRP250970/SRX7815586,1.7637949,H3K9ac,histone acetylation,Vegetative cells,,7.0,23.0
SRP250971/SRX7815595,2.2614744,H3K27ac,histone acetylation,Vegetative cells,,7.0,23.0
SRP251989/SRX7873304,0.65474206,HYH,DNA-binding protein,Whole plant,,3.0,22.0
SRP251989/SRX7873305,0.2997402,GBF1,Transcription factor,Whole plant,,3.0,22.0
SRP251989/SRX7873316,0.072652005,GBF2,Transcription factor,Whole plant,,3.0,22.0
SRP251989/SRX7873327,0.59833115,GBF3,Transcription factor,Whole plant,,3.0,22.0
SRP251989/SRX7873338,0.570951,GBF4,Transcription factor,Whole plant,,3.0,22.0
SRP251989/SRX7873339,0.20237727,EEL,Transcription factor,Whole plant,,3.0,22.0
SRP252735/SRX7909970,0.5736098,H1,histone,Whole plant,WT,10.0,23.0
SRP252735/SRX7909972,0.7790691,H2A,histone related,Whole plant,WT,10.0,23.0
SRP252735/SRX7909974,0.6158188,H2AX,histone related,Whole plant,WT,10.0,23.0
SRP252735/SRX7909976,2.3342857,H2AZ,histone related,Whole plant,WT,10.0,23.0
SRP252735/SRX7909978,0.7901516,H3,histone,Whole plant,WT,10.0,23.0
SRP252735/SRX7909980,4.960732,H3K9me1,histone methylation,Whole plant,WT,10.0,23.0
SRP252735/SRX7909982,5.8880844,H3K9me2,histone methylation,Whole plant,WT,10.0,23.0
SRP252735/SRX7909984,0.44386795,H3K27me1,histone methylation,Whole plant,WT,10.0,23.0
SRP252735/SRX7909988,2.3987622,H1,histone,Whole plant,h2aw2,10.0,23.0
SRP252735/SRX7909990,0.6423921,H2A,histone related,Whole plant,h2aw2,10.0,23.0
SRP252735/SRX7909992,2.0200436,H2AX,histone related,Whole plant,h2aw2,10.0,23.0
SRP252735/SRX7909994,2.154354,H2AZ,histone related,Whole plant,h2aw2,10.0,23.0
SRP252735/SRX7909996,0.8309491,H3,histone,Whole plant,h2aw2,10.0,23.0
SRP252735/SRX7909998,0.32016572,H3K9me1,histone methylation,Whole plant,h2aw2,10.0,23.0
SRP252735/SRX7910000,6.5932636,H3K9me2,histone methylation,Whole plant,h2aw2,10.0,23.0
SRP252735/SRX7910002,0.3543657,H3K27me1,histone methylation,Whole plant,h2aw2,10.0,23.0
SRP253380/SRX7955837,0.36397108,H3K9me2,histone methylation,Embryo,WT,0.0,22.0
SRP253380/SRX7955839,0.19982538,H3K9me2,histone methylation,Embryo,"ago4, ago6, ago9",0.0,22.0
SRP253380/SRX7955841,0.32340476,H3K9me2,histone methylation,Embryo,nrpd1a-3,0.0,22.0
SRP253380/SRX7955843,0.3748541,H3K9me2,histone methylation,Embryo,"drm1, drm2",0.0,22.0
SRP253380/SRX7955845,0.4269809,H3K9me2,histone methylation,Embryo,"suvh2-1, suvh9-1",0.0,22.0
SRP253380/SRX7955847,0.5032669,H3K9me2,histone methylation,Embryo,"suvh4, suvh5, suvh6",0.0,22.0
SRP255014/SRX8047194,1.1234376,AIPP3,DNA-binding protein,Whole plant,,13.0,23.0
SRP221724/SRX8063045,1.9843376,GCN5,DNA-binding protein,Whole plant,GCN5,14.0,20.0
SRP221724/SRX8063049,0.7264503,H3K14ac,histone acetylation,Whole plant,GCN5-1,14.0,20.0
SRP256495/SRX8120176,1.0692167,ERF95,Transcription factor,Whole plant,ERF95ox,7.0,22.0
SRP256495/SRX8120178,1.1790298,ERF97,Transcription factor,Whole plant,ERF97ox,7.0,22.0
SRP256495/SRX8120180,1.0273066,ERF95,Transcription factor,Whole plant,ERF95ox,7.0,22.0
SRP256495/SRX8120182,1.1604475,ERF97,Transcription factor,Whole plant,ERF97ox,7.0,22.0
SRP256503/SRX8120815,0.40597132,H2AW7,histone related,Whole plant,WT,16.0,
SRP256503/SRX8120821,0.4276955,H2AW6,histone related,Whole plant,"cmt2, cmt3",16.0,
SRP256503/SRX8120823,0.36900553,H2AW7,histone related,Whole plant,"cmt2, cmt3",16.0,
SRP256503/SRX8120827,0.9798923,H2AZ,histone related,Whole plant,"suvh4, suvh5, suvh6",16.0,
SRP256503/SRX8120831,0.4979759,H2AW7,histone related,Whole plant,"suvh4, suvh5, suvh6",16.0,
SRP256503/SRX8120835,0.89581764,H2AZ,histone related,Whole plant,"cmt2, cmt3, suvh4, suvh5, suvh6",16.0,
SRP256503/SRX8120837,0.41024426,H2AW6,histone related,Whole plant,"cmt2, cmt3, suvh4, suvh5, suvh6",16.0,
SRP256503/SRX8120839,0.37145865,H2AW7,histone related,Whole plant,"cmt2, cmt3, suvh4, suvh5, suvh6",16.0,
SRP199446/SRX8138207,2.9433105,HTA9,histone related,Leaf,WT,33.0,22.0
SRP199446/SRX8138209,2.8476508,HTA9,histone related,Leaf,"ubp12-1, ubp13-3",33.0,22.0
SRP199446/SRX8138211,0.5910665,REF6,DNA-binding protein,Leaf,WT,33.0,22.0
SRP199446/SRX8138215,0.6965306,REF6,DNA-binding protein,Leaf,"ubp12-1, ubp13-3",33.0,22.0
SRP051214/SRX814176,1.5456693,LFY,Transcription factor,Whole plant,LFY,15.0,22.0
SRP051214/SRX814178,2.904283,LFY,Transcription factor,Whole plant,LFYTERE,15.0,22.0
SRP238841/SRX8148225,1.2815729,BRIP1,DNA-binding protein,Whole plant,"brip1, brm",14.0,22.0
SRP238841/SRX8148228,1.2351093,BRIP2,DNA-binding protein,Whole plant,"brip2, brm",14.0,22.0
SRP258354/SRX8173412,0.48992547,TPR1,DNA-binding protein,Leaf,TPR1_GFP,42.0,22.0
SRP258354/SRX8173413,0.46994966,TPR1,DNA-binding protein,Leaf,TPR1_HA,42.0,22.0
SRP260031/SRX8246071,2.5672529,H2AZ,histone related,Whole plant,WT,14.0,22.0
SRP260031/SRX8246073,1.6726379,H3,histone,Whole plant,WT,14.0,22.0
SRP260031/SRX8246077,1.7764449,H2AZ,histone related,Whole plant,atin80,14.0,22.0
SRP260031/SRX8246079,1.3585173,H3,histone,Whole plant,atin80,14.0,22.0
SRP261341/SRX8333446,0.3638529,H3K9me2,histone methylation,Leaf,WT,32.0,21.0
SRP261341/SRX8333450,0.3294787,H2AW6,histone related,Leaf,ddm1,32.0,21.0
SRP261341/SRX8333451,0.40473828,H3K9me2,histone methylation,Leaf,ddm1,32.0,21.0
SRP261341/SRX8333463,3.5266953,H1,histone,Leaf,WT,32.0,21.0
SRP261341/SRX8333465,2.7418864,H1,histone,Leaf,ddm1,32.0,21.0
SRP264751/SRX8398575,0.5587269,H2B.1,histone related,Flower,WT,10.0,22.0
SRP266840/SRX8526498,0.24449903,H3K4me1,histone methylation,Root,,10.0,20.0
SRP266840/SRX8526499,5.7664404,H3K4me3,histone methylation,Root,,10.0,20.0
SRP266840/SRX8526500,3.0397635,H3K27ac,histone acetylation,Root,,10.0,20.0
SRP266840/SRX8526501,1.2783757,H3K27me3,histone methylation,Root,,10.0,20.0
SRP266840/SRX8526502,2.0015657,H2AZ,histone related,Root,,10.0,20.0
SRP266840/SRX8526503,0.9465457,H3,histone,Root,,10.0,20.0
SRP052855/SRX853858,0.6176324,REF6,DNA-binding protein,Whole plant,ref6-1,12.0,23.0
SRP052855/SRX853859,0.6249765,REF6,DNA-binding protein,Whole plant,ref6-1,12.0,23.0
SRP052855/SRX853860,0.22660348,H3K27me3,histone methylation,Whole plant,,12.0,23.0
SRP052855/SRX853861,0.20981063,H3K27me3,histone methylation,Whole plant,ref6-1,12.0,23.0
SRP052855/SRX853862,0.21573643,H3K27me3,histone methylation,Whole plant,ref6-1,12.0,23.0
SRP052855/SRX853863,0.25472727,H3K27me3,histone methylation,Whole plant,ref6-1,12.0,23.0
SRP227123/SRX8610657,4.240771,H3K9ac,histone acetylation,Whole plant,pif457,,
SRP227123/SRX8610659,6.534662,H3K9ac,histone acetylation,Whole plant,WT,,
SRP227123/SRX8610660,8.079607,H3K9ac,histone acetylation,Whole plant,WT,,
SRP227123/SRX8610661,6.7072954,H3K9ac,histone acetylation,Whole plant,pif457,,
SRP227123/SRX8610662,6.8272667,H3K9ac,histone acetylation,Whole plant,pif457,,
SRP269749/SRX8657072,7.1977863,H3K4me3,histone methylation,Inflorescence,WT,10.0,22.0
SRP269749/SRX8657074,6.132542,H3K4me3,histone methylation,Inflorescence,atx1,10.0,22.0
SRP271551/SRX8718706,1.9230511,RDM15,DNA-binding protein,Whole plant,RDM15,14.0,22.0
SRP271551/SRX8718709,0.13780251,H3K4me1,histone methylation,Whole plant,WT,14.0,22.0
SRP054900/SRX875470,0.63575006,HAT3,Transcription factor,Whole plant,,,22.0
SRP272491/SRX8770489,3.6456497,H2AK121ub,histone ubiquitination,Whole plant,WT,10.0,
SRP272491/SRX8770491,3.0651746,H2AK121ub,histone ubiquitination,Whole plant,emf1,10.0,
SRP272491/SRX8770493,5.4730525,H2AK121ub,histone ubiquitination,Whole plant,ring1ab,10.0,
SRP272491/SRX8770495,0.39605716,H3K27me3,histone methylation,Whole plant,WT,10.0,
SRP272491/SRX8770497,0.33192,H3K27me3,histone methylation,Whole plant,emf1,10.0,
SRP272491/SRX8770499,0.64161706,H3K27me3,histone methylation,Whole plant,ring1ab,10.0,
